CPU_Usage (%),Memory_Usage (%),Storage_Usage (GB),Network_Traffic (MB/s),Instance_Type,Cost
93,46,414,779,t2.large,246.55
84,13,484,787,t2.medium,192.72
58,62,53,325,t2.small,112.61
49,71,390,920,t2.micro,165.97
63,95,355,795,t2.small,187.69
26,87,81,843,t2.large,193.75
46,28,486,730,t2.medium,171.07
66,41,122,246,t2.medium,132.3
12,60,455,639,t2.small,134.3
80,66,381,243,t2.large,217.68
70,78,92,775,t2.micro,140.14
98,16,407,528,t2.large,219.26
42,30,206,908,t2.micro,121.94
79,78,343,858,t2.small,192.1
24,31,179,769,t2.micro,97.6
96,39,459,718,t2.medium,208.45
56,62,456,358,t2.medium,170.82
83,48,93,634,t2.large,205.25
52,74,330,219,t2.medium,160.38
99,95,209,730,t2.micro,184.08
27,24,216,514,t2.micro,89.33
68,99,108,215,t2.medium,156.51
79,81,193,790,t2.large,235.07
69,53,226,244,t2.small,130.1
16,90,95,431,t2.small,106.35
63,39,75,966,t2.small,140.39
31,26,453,540,t2.medium,145.72
82,67,464,654,t2.large,248.57
70,25,366,448,t2.small,138.06
69,84,348,497,t2.large,232.32
52,33,300,389,t2.micro,116.99
96,73,251,501,t2.small,175.8
95,48,201,645,t2.micro,153.14
98,60,475,126,t2.large,234.86
18,14,262,108,t2.medium,89.09
80,56,298,764,t2.medium,189.84
25,99,451,848,t2.large,236.23
89,59,293,495,t2.large,223.01
77,95,297,843,t2.micro,179.16
33,37,241,397,t2.large,164.4
13,21,348,668,t2.medium,128.89
13,17,382,184,t2.micro,78.28
89,27,167,931,t2.micro,148.05
45,52,299,826,t2.micro,139.55
58,32,329,779,t2.large,208.92
86,73,196,205,t2.large,205.15
52,17,215,411,t2.micro,102.38
19,52,400,563,t2.micro,118.54
93,12,394,441,t2.medium,168.93
32,52,316,315,t2.micro,104.16
78,50,188,468,t2.small,141.96
93,41,176,541,t2.medium,167.21
80,24,135,129,t2.micro,99.85
62,75,69,996,t2.micro,148.4
18,40,69,101,t2.small,65.08
31,66,462,569,t2.micro,137.36
57,15,133,686,t2.small,119.3
85,88,94,640,t2.large,223.93
40,64,455,742,t2.large,222.52
41,24,258,611,t2.micro,106.89
27,34,144,294,t2.large,143.19
41,63,143,555,t2.micro,111.28
13,70,386,712,t2.micro,127.69
94,99,277,701,t2.medium,216.99
56,96,79,520,t2.large,202.11
88,31,196,869,t2.medium,177.96
70,65,131,925,t2.medium,181.06
29,38,422,446,t2.medium,137.34
53,38,366,780,t2.medium,169.23
60,29,429,545,t2.large,206.37
29,31,373,679,t2.small,126.07
89,37,254,783,t2.small,162.03
53,52,430,573,t2.micro,143.46
70,96,253,394,t2.medium,182.25
48,52,365,372,t2.medium,152.02
28,51,477,993,t2.medium,181.38
80,25,237,568,t2.micro,133.37
25,17,366,514,t2.large,167.79
21,83,351,756,t2.micro,139.16
25,56,236,790,t2.small,129.05
25,15,320,351,t2.medium,113.0
74,27,496,347,t2.large,211.23
15,39,471,963,t2.micro,128.94
54,13,55,306,t2.micro,75.0
40,27,134,543,t2.medium,123.19
36,19,409,953,t2.small,141.9
49,12,127,816,t2.small,116.32
14,16,84,531,t2.large,128.74
65,61,387,651,t2.medium,191.0
56,11,259,774,t2.medium,149.25
77,31,127,257,t2.small,114.22
48,80,101,416,t2.medium,146.03
74,99,183,532,t2.large,226.29
85,13,334,466,t2.medium,162.05
18,74,255,709,t2.large,191.43
74,74,126,608,t2.micro,146.68
39,51,483,263,t2.small,133.85
99,87,489,220,t2.small,195.15
48,13,273,405,t2.large,169.6
10,62,359,841,t2.micro,124.14
96,38,130,863,t2.small,164.73
94,98,319,404,t2.micro,176.34
82,15,424,886,t2.micro,161.54
17,45,445,855,t2.medium,161.22
83,45,212,980,t2.small,169.55
74,86,406,274,t2.small,168.6
32,60,96,533,t2.medium,128.84
72,97,461,788,t2.medium,226.4
81,85,83,562,t2.medium,173.34
92,74,358,689,t2.micro,181.35
36,44,102,479,t2.micro,92.64
88,58,141,249,t2.large,196.19
40,37,408,541,t2.micro,123.72
79,74,64,867,t2.micro,152.81
64,34,352,940,t2.micro,158.64
10,81,370,102,t2.small,110.61
95,15,128,451,t2.large,190.2
45,94,399,178,t2.small,145.74
62,83,475,412,t2.large,231.82
41,70,353,116,t2.medium,145.2
50,21,204,658,t2.micro,107.67
71,20,483,669,t2.medium,179.7
54,32,203,473,t2.micro,108.19
51,34,170,184,t2.medium,119.05
57,87,289,953,t2.medium,196.68
39,46,385,228,t2.medium,136.33
24,22,72,412,t2.large,136.78
56,43,425,239,t2.small,138.28
13,60,297,335,t2.small,103.28
15,26,418,750,t2.small,125.66
16,34,339,165,t2.medium,107.95
11,69,204,686,t2.micro,104.93
21,98,436,912,t2.micro,165.54
81,37,85,338,t2.large,179.66
30,27,109,141,t2.small,73.8
55,65,246,355,t2.medium,157.17
43,28,336,722,t2.micro,121.69
81,50,185,432,t2.micro,132.68
64,58,290,855,t2.large,228.65
55,44,118,778,t2.medium,154.11
92,42,396,713,t2.medium,201.19
83,66,483,126,t2.large,231.09
89,57,91,800,t2.micro,148.23
66,93,372,167,t2.medium,178.31
62,26,372,847,t2.micro,144.46
25,74,421,472,t2.medium,160.19
58,59,151,643,t2.micro,127.21
20,61,88,865,t2.micro,105.53
53,39,277,579,t2.large,193.17
94,95,276,397,t2.micro,171.05
25,84,441,663,t2.medium,178.32
22,21,74,602,t2.large,145.29
66,68,482,786,t2.medium,209.01
25,66,212,139,t2.medium,121.94
45,62,300,842,t2.large,216.24
29,19,223,253,t2.micro,71.85
78,15,479,847,t2.micro,162.55
39,12,80,683,t2.small,98.02
95,18,130,350,t2.small,126.56
62,25,72,602,t2.large,173.62
74,87,386,162,t2.medium,182.7
13,25,440,829,t2.micro,115.1
95,43,435,961,t2.large,255.41
22,90,272,525,t2.large,192.64
92,34,200,432,t2.medium,159.87
58,79,440,890,t2.large,249.16
92,79,175,877,t2.small,189.99
71,89,395,799,t2.micro,180.96
97,48,54,219,t2.micro,122.64
18,92,413,594,t2.micro,137.48
96,45,177,939,t2.medium,189.73
52,40,102,622,t2.medium,132.94
93,90,92,979,t2.medium,208.54
43,74,266,563,t2.medium,162.29
24,59,108,836,t2.medium,140.12
32,45,204,581,t2.medium,133.2
84,94,204,532,t2.medium,190.82
66,82,412,450,t2.small,172.21
72,85,341,617,t2.medium,201.75
96,21,289,632,t2.small,159.69
24,28,125,418,t2.medium,104.5
22,25,392,165,t2.micro,84.23
77,12,428,896,t2.micro,153.28
47,68,275,669,t2.medium,167.05
92,96,430,125,t2.medium,201.07
94,34,201,676,t2.small,157.59
81,77,274,181,t2.small,153.87
86,66,208,626,t2.large,222.36
47,48,397,165,t2.small,127.15
89,82,113,805,t2.micro,164.49
90,24,70,414,t2.large,183.83
88,50,453,488,t2.medium,195.15
54,57,242,170,t2.large,179.18
10,76,273,297,t2.small,105.87
60,90,182,436,t2.medium,167.68
72,14,93,844,t2.medium,147.38
66,20,414,675,t2.large,212.24
71,68,200,955,t2.small,172.33
91,78,451,576,t2.large,256.47
10,37,360,438,t2.micro,90.68
67,16,388,762,t2.small,156.38
99,67,208,185,t2.micro,144.54
99,99,345,482,t2.micro,188.41
37,99,327,495,t2.micro,142.15
40,27,256,489,t2.small,110.5
31,45,289,951,t2.large,199.78
55,88,271,695,t2.medium,184.46
55,97,425,428,t2.small,173.17
15,97,342,309,t2.small,128.96
56,44,327,339,t2.large,194.81
90,54,471,463,t2.micro,172.38
93,31,170,833,t2.micro,150.41
10,43,472,635,t2.micro,119.78
45,37,63,744,t2.large,173.31
71,98,412,954,t2.large,265.47
96,19,496,686,t2.large,242.09
36,44,283,446,t2.micro,106.16
60,93,316,571,t2.micro,160.94
77,47,482,957,t2.medium,213.64
71,75,91,204,t2.medium,147.82
23,64,297,595,t2.small,129.03
91,73,210,446,t2.large,220.87
18,40,248,508,t2.micro,90.32
69,51,58,961,t2.micro,140.66
16,91,160,426,t2.small,113.57
39,68,110,246,t2.small,104.57
93,31,325,156,t2.small,139.22
20,73,127,275,t2.medium,115.63
70,44,380,138,t2.micro,125.17
48,75,217,972,t2.large,221.01
23,97,249,544,t2.small,136.75
84,92,431,152,t2.micro,165.89
70,58,141,907,t2.small,157.66
29,72,385,340,t2.large,194.97
74,23,466,993,t2.medium,198.63
24,21,448,362,t2.micro,98.02
88,86,391,463,t2.large,248.43
26,38,341,328,t2.small,108.34
62,39,120,394,t2.medium,137.11
44,66,302,496,t2.micro,131.92
17,78,102,188,t2.small,87.57
30,27,378,420,t2.small,113.54
13,36,172,122,t2.small,70.82
50,49,183,915,t2.small,142.3
14,88,205,815,t2.small,133.15
84,10,486,751,t2.small,170.98
77,68,335,517,t2.medium,184.4
36,46,210,422,t2.small,110.41
22,71,390,585,t2.small,137.75
86,53,297,601,t2.micro,151.68
86,16,357,988,t2.micro,158.94
92,93,62,769,t2.medium,197.46
69,10,441,359,t2.large,192.95
33,25,242,833,t2.small,122.25
48,72,195,310,t2.large,184.32
77,95,165,956,t2.large,246.14
25,36,285,177,t2.large,151.96
27,95,207,315,t2.micro,112.63
85,12,150,987,t2.micro,141.76
39,26,264,116,t2.micro,80.63
65,53,62,242,t2.small,108.56
51,95,416,102,t2.medium,170.05
11,58,257,956,t2.micro,117.7
12,33,138,362,t2.small,76.5
67,98,436,265,t2.micro,161.74
52,91,486,940,t2.micro,187.14
82,57,133,826,t2.small,159.71
72,31,231,782,t2.medium,166.7
17,13,413,868,t2.medium,142.41
10,68,245,106,t2.small,87.94
99,51,420,753,t2.micro,185.68
95,91,297,645,t2.small,197.84
56,41,251,601,t2.medium,150.87
77,22,240,685,t2.small,143.57
60,31,171,990,t2.large,204.08
73,50,415,445,t2.small,161.95
32,81,346,183,t2.medium,148.82
69,60,54,425,t2.small,126.77
23,58,276,396,t2.medium,132.39
19,11,430,690,t2.large,178.75
30,71,113,989,t2.medium,159.13
28,38,428,272,t2.large,177.38
29,38,416,775,t2.large,198.39
38,72,68,721,t2.large,189.39
33,14,283,206,t2.micro,77.81
24,57,418,805,t2.micro,135.32
40,52,374,434,t2.large,192.22
11,86,314,138,t2.medium,128.28
55,60,53,570,t2.medium,140.21
41,79,214,155,t2.medium,139.41
91,13,463,991,t2.large,244.26
41,12,272,324,t2.large,159.05
16,24,424,173,t2.medium,116.67
61,37,475,311,t2.large,203.42
58,93,200,274,t2.micro,131.09
21,87,91,991,t2.large,196.62
81,38,364,200,t2.large,200.9
48,94,376,665,t2.micro,162.36
26,45,333,155,t2.micro,90.32
41,62,443,835,t2.large,222.96
63,19,275,910,t2.medium,165.83
66,30,294,251,t2.micro,114.27
29,79,475,193,t2.small,136.83
62,44,458,872,t2.large,235.71
53,30,116,857,t2.large,188.88
30,96,299,509,t2.micro,134.42
17,52,375,392,t2.small,114.12
30,51,141,755,t2.small,118.34
71,60,157,985,t2.large,225.25
56,11,411,416,t2.micro,116.27
26,45,140,468,t2.medium,112.32
81,62,344,816,t2.large,241.77
58,90,90,939,t2.small,162.92
42,54,286,925,t2.large,210.93
52,43,406,518,t2.medium,162.89
24,67,74,906,t2.small,118.52
83,76,98,656,t2.medium,178.05
87,37,223,248,t2.small,134.32
23,37,350,469,t2.micro,101.95
79,95,444,890,t2.small,213.14
85,37,483,847,t2.small,185.23
70,88,80,254,t2.micro,121.35
47,58,169,571,t2.large,185.25
11,22,408,898,t2.medium,146.22
90,22,290,648,t2.medium,176.22
82,24,91,891,t2.micro,136.99
33,23,176,744,t2.medium,128.17
10,12,416,926,t2.medium,143.95
33,98,305,225,t2.micro,122.83
19,77,89,481,t2.micro,93.89
18,25,177,505,t2.medium,109.13
93,90,290,264,t2.small,175.31
49,54,201,141,t2.small,109.03
78,45,84,821,t2.large,205.4
75,45,411,413,t2.large,218.07
66,68,376,427,t2.large,218.18
81,17,371,408,t2.micro,135.76
38,20,419,567,t2.large,187.22
23,22,166,167,t2.small,71.7
44,64,298,459,t2.large,195.74
11,65,262,118,t2.micro,82.54
50,21,307,455,t2.large,178.16
33,47,370,160,t2.small,112.32
47,84,296,431,t2.large,202.52
95,27,329,134,t2.micro,125.61
98,85,222,973,t2.small,200.22
18,75,331,329,t2.small,118.13
67,18,138,568,t2.small,117.66
82,94,238,331,t2.small,168.99
16,96,316,931,t2.micro,148.42
52,27,161,238,t2.medium,115.86
42,49,377,122,t2.micro,104.01
80,23,88,744,t2.large,190.92
32,30,216,541,t2.medium,125.15
46,83,367,752,t2.micro,158.5
97,62,225,690,t2.small,177.49
64,93,370,630,t2.micro,164.62
83,15,357,767,t2.medium,179.76
28,85,267,501,t2.micro,123.81
34,93,406,142,t2.medium,161.38
76,97,61,663,t2.micro,156.31
27,59,474,655,t2.medium,169.77
68,32,486,929,t2.micro,169.43
92,59,302,921,t2.large,251.89
27,35,443,267,t2.small,115.7
57,57,409,261,t2.medium,161.89
73,67,348,973,t2.micro,177.37
53,73,477,366,t2.medium,180.94
46,17,250,783,t2.micro,118.43
97,33,325,563,t2.small,167.47
13,45,288,103,t2.small,82.09
89,91,79,502,t2.small,160.14
37,34,317,685,t2.micro,117.33
99,97,323,627,t2.large,255.99
77,50,289,198,t2.medium,160.7
32,83,130,388,t2.medium,136.33
77,69,91,975,t2.medium,186.24
96,89,161,944,t2.small,192.23
52,38,195,474,t2.micro,105.94
32,50,182,359,t2.small,103.4
54,41,403,378,t2.large,197.71
86,42,373,658,t2.large,232.27
40,61,368,906,t2.large,219.67
41,28,376,407,t2.large,182.55
53,85,491,521,t2.medium,193.73
34,52,194,674,t2.medium,144.92
97,18,395,424,t2.micro,143.85
56,41,94,135,t2.large,155.19
29,34,68,475,t2.medium,104.16
85,97,261,673,t2.medium,208.5
16,80,90,938,t2.large,187.46
36,74,51,724,t2.micro,116.2
26,17,296,883,t2.medium,141.2
59,89,425,225,t2.medium,177.8
53,62,87,785,t2.large,199.18
18,97,192,595,t2.small,128.36
84,61,115,743,t2.large,217.61
13,49,349,858,t2.small,131.39
85,39,280,530,t2.small,152.11
61,55,452,551,t2.medium,183.8
69,90,110,754,t2.large,223.12
99,92,435,273,t2.micro,181.61
51,10,300,747,t2.medium,141.79
19,48,369,322,t2.large,170.14
54,40,82,149,t2.medium,112.77
42,67,198,112,t2.micro,100.76
41,15,363,370,t2.medium,130.79
22,24,364,113,t2.small,87.06
36,58,463,118,t2.large,187.82
93,78,167,246,t2.small,151.84
77,47,433,501,t2.medium,185.9
41,73,178,134,t2.medium,135.37
15,16,101,681,t2.large,142.56
45,89,177,453,t2.micro,124.62
87,48,451,777,t2.medium,209.28
19,56,315,126,t2.medium,116.9
46,75,281,849,t2.large,218.87
56,60,304,400,t2.micro,131.23
27,49,274,636,t2.micro,111.83
55,47,104,223,t2.medium,120.32
51,60,340,548,t2.micro,137.06
56,59,355,815,t2.large,222.66
81,86,262,702,t2.small,182.0
57,18,242,314,t2.small,109.14
46,69,312,851,t2.small,157.31
42,40,395,520,t2.medium,156.89
96,47,418,299,t2.medium,190.71
34,61,84,782,t2.large,179.39
64,31,385,764,t2.small,158.1
23,40,392,356,t2.small,111.67
46,67,292,133,t2.small,123.24
68,52,141,430,t2.large,188.23
88,31,84,960,t2.medium,172.09
42,26,489,430,t2.medium,149.26
86,31,408,796,t2.large,239.59
21,98,95,191,t2.large,160.69
18,56,384,666,t2.medium,153.61
13,25,102,469,t2.small,75.44
92,46,153,745,t2.large,218.02
59,14,419,987,t2.medium,178.04
57,18,161,366,t2.large,164.59
17,68,385,287,t2.medium,142.56
42,67,239,696,t2.large,200.1
18,34,60,470,t2.medium,96.22
42,35,250,509,t2.small,116.34
20,16,397,335,t2.small,98.41
73,82,306,598,t2.medium,189.11
54,79,245,823,t2.small,164.22
46,23,328,433,t2.medium,137.36
89,40,329,421,t2.medium,173.47
99,83,497,450,t2.large,264.62
13,66,418,354,t2.medium,139.53
79,75,128,556,t2.medium,171.15
45,69,137,111,t2.small,104.82
78,13,171,789,t2.small,135.76
35,96,398,543,t2.medium,183.16
57,62,112,582,t2.medium,151.4
79,48,465,103,t2.large,210.04
66,43,442,586,t2.small,163.37
58,33,98,234,t2.medium,120.87
46,95,474,496,t2.micro,161.71
91,75,401,601,t2.micro,182.74
75,25,143,807,t2.small,139.41
90,15,442,467,t2.medium,184.1
14,75,119,117,t2.micro,71.76
31,71,175,534,t2.small,119.71
27,70,376,616,t2.micro,130.96
12,61,462,247,t2.micro,107.19
13,49,221,658,t2.large,168.03
49,93,179,913,t2.micro,154.78
45,20,367,849,t2.small,140.67
11,40,148,631,t2.medium,110.13
39,57,138,245,t2.medium,120.18
14,69,148,425,t2.small,101.94
13,92,302,311,t2.large,181.59
67,72,222,662,t2.micro,147.32
35,15,394,290,t2.small,104.57
97,82,344,823,t2.micro,194.54
90,63,373,838,t2.small,196.96
34,18,133,442,t2.small,91.61
38,57,248,247,t2.medium,129.22
91,83,231,370,t2.micro,156.68
95,39,100,936,t2.small,162.07
91,86,66,759,t2.small,170.59
50,26,235,318,t2.micro,97.09
19,19,436,940,t2.small,135.99
25,76,270,989,t2.small,153.85
35,68,137,236,t2.medium,124.69
23,86,361,392,t2.medium,153.58
14,27,434,770,t2.large,185.96
80,84,471,370,t2.small,184.39
47,46,393,321,t2.large,190.56
16,49,123,685,t2.small,98.71
74,33,432,167,t2.small,143.4
39,38,160,914,t2.large,189.8
14,42,382,737,t2.medium,146.23
39,57,159,952,t2.micro,130.92
32,49,450,617,t2.small,139.62
88,35,216,833,t2.medium,181.51
88,76,292,231,t2.small,161.35
36,80,484,951,t2.medium,203.45
65,54,274,447,t2.large,200.18
46,64,490,515,t2.large,215.59
99,57,327,585,t2.medium,197.01
74,98,156,685,t2.large,225.21
24,65,194,865,t2.small,133.08
54,59,231,682,t2.micro,131.58
18,35,225,372,t2.micro,76.76
75,20,255,158,t2.large,177.01
66,97,497,746,t2.large,262.93
43,24,196,364,t2.large,160.33
37,63,447,797,t2.small,164.67
87,37,330,891,t2.small,174.73
84,66,410,865,t2.medium,215.97
79,78,129,226,t2.micro,129.26
17,78,261,146,t2.large,162.63
94,34,302,200,t2.large,204.86
65,71,201,612,t2.small,149.34
62,66,115,902,t2.large,211.94
84,23,152,161,t2.micro,107.47
78,86,263,721,t2.small,180.05
31,10,200,717,t2.micro,93.7
93,11,495,817,t2.medium,199.52
58,99,421,836,t2.medium,214.7
76,93,405,190,t2.medium,189.95
69,47,303,374,t2.micro,130.5
61,48,460,102,t2.micro,125.6
38,72,427,309,t2.micro,131.71
31,91,488,834,t2.large,237.03
41,31,130,848,t2.micro,109.34
49,64,228,135,t2.micro,107.77
38,85,425,775,t2.medium,191.25
79,70,177,357,t2.medium,164.81
69,59,446,666,t2.large,237.2
39,51,476,322,t2.micro,130.75
70,46,357,449,t2.micro,138.91
88,83,254,611,t2.micro,171.87
47,34,126,601,t2.large,171.32
19,31,161,881,t2.micro,99.56
33,63,279,383,t2.micro,114.59
92,93,140,872,t2.large,250.38
49,22,243,324,t2.micro,94.96
45,40,251,873,t2.large,199.3
90,53,123,198,t2.large,191.42
95,34,385,262,t2.medium,174.89
75,75,251,909,t2.small,181.32
19,28,112,708,t2.large,151.44
23,57,291,853,t2.large,195.44
45,29,313,583,t2.medium,148.37
58,35,194,437,t2.small,114.42
69,43,157,896,t2.medium,168.1
59,49,349,121,t2.micro,118.46
88,30,72,880,t2.micro,138.11
62,26,381,947,t2.medium,180.45
50,44,297,124,t2.small,109.75
50,36,417,914,t2.micro,149.71
29,33,419,237,t2.micro,99.63
84,45,250,976,t2.medium,195.91
93,57,78,427,t2.large,201.81
95,60,203,928,t2.small,179.54
73,22,478,575,t2.medium,181.53
69,34,344,943,t2.micro,153.52
91,41,388,764,t2.small,179.84
37,71,221,578,t2.small,133.32
17,19,466,611,t2.large,175.68
60,10,329,951,t2.micro,137.81
42,71,427,949,t2.large,232.03
94,25,298,290,t2.large,206.99
70,39,417,428,t2.large,212.23
70,34,187,320,t2.small,120.61
59,64,486,492,t2.small,165.55
86,94,196,176,t2.micro,146.31
34,19,116,306,t2.medium,98.75
49,84,400,622,t2.medium,186.13
66,39,483,429,t2.medium,175.87
72,16,217,124,t2.medium,125.94
43,72,493,548,t2.micro,149.4
45,91,388,932,t2.large,241.3
58,33,194,134,t2.small,104.03
72,96,97,451,t2.micro,142.6
99,27,430,352,t2.medium,180.36
12,14,301,814,t2.medium,126.97
37,15,148,790,t2.medium,125.89
62,60,343,201,t2.micro,127.67
67,46,250,225,t2.micro,116.4
15,94,99,590,t2.small,117.12
47,85,279,893,t2.large,227.54
83,25,411,949,t2.medium,198.48
89,51,167,829,t2.small,165.47
18,83,58,945,t2.large,186.55
95,43,456,932,t2.small,204.06
79,14,122,498,t2.micro,108.7
46,65,451,777,t2.large,228.64
61,54,288,137,t2.micro,114.69
99,32,70,280,t2.micro,114.69
48,13,97,286,t2.medium,104.27
53,75,373,740,t2.large,227.69
89,17,294,935,t2.small,169.56
88,77,123,758,t2.large,230.96
50,34,207,299,t2.large,167.47
74,14,446,439,t2.micro,138.88
12,38,227,780,t2.small,110.97
92,20,138,652,t2.large,201.14
85,55,168,708,t2.large,218.44
96,29,418,460,t2.large,225.36
34,33,215,629,t2.large,174.02
16,59,272,213,t2.small,97.82
13,73,170,370,t2.medium,120.62
23,29,487,910,t2.small,145.84
46,80,474,791,t2.large,240.39
66,75,87,602,t2.micro,131.56
67,33,231,679,t2.medium,160.11
58,74,169,191,t2.micro,113.79
66,99,279,873,t2.medium,207.74
16,34,207,550,t2.small,93.48
15,71,230,242,t2.small,99.84
24,16,64,448,t2.small,72.06
11,68,452,594,t2.medium,157.18
80,56,280,925,t2.micro,164.66
87,54,242,417,t2.micro,141.36
91,73,109,255,t2.micro,133.19
84,84,153,430,t2.medium,181.44
32,53,349,308,t2.micro,108.28
44,20,288,482,t2.large,172.45
79,50,233,820,t2.medium,184.29
27,54,174,717,t2.small,117.7
84,96,127,990,t2.large,245.38
76,37,199,411,t2.micro,123.72
93,23,168,308,t2.medium,149.13
73,99,248,164,t2.small,152.22
45,98,88,913,t2.large,215.88
89,75,310,406,t2.small,169.98
83,85,449,781,t2.small,203.84
79,61,305,300,t2.large,208.79
93,90,433,349,t2.large,248.93
27,77,61,806,t2.small,126.73
46,13,453,649,t2.large,195.85
77,19,209,258,t2.medium,138.24
39,73,388,830,t2.micro,154.81
87,14,122,565,t2.small,127.2
81,56,255,510,t2.micro,147.66
70,37,428,162,t2.small,135.84
11,90,171,608,t2.micro,108.51
20,72,283,698,t2.large,189.88
87,90,390,397,t2.micro,175.84
97,50,70,799,t2.small,162.5
62,46,316,355,t2.medium,155.14
40,15,245,727,t2.small,117.65
52,69,103,222,t2.small,112.51
59,56,341,303,t2.small,136.21
70,69,437,384,t2.medium,187.94
38,97,347,220,t2.medium,163.13
25,39,430,916,t2.large,207.55
77,15,331,240,t2.medium,145.35
83,92,109,383,t2.large,216.87
88,26,154,391,t2.small,125.65
47,10,100,401,t2.small,85.48
79,43,411,474,t2.small,162.5
84,20,333,563,t2.micro,142.28
53,52,486,732,t2.large,225.63
20,93,337,164,t2.micro,112.29
85,27,369,914,t2.large,232.79
84,24,450,795,t2.medium,194.34
71,75,436,779,t2.large,250.32
24,13,209,788,t2.medium,123.26
61,75,209,911,t2.medium,186.58
30,25,494,242,t2.small,113.4
71,34,263,373,t2.medium,151.27
93,74,86,794,t2.large,230.58
68,74,295,153,t2.small,144.24
54,96,91,622,t2.micro,140.65
82,56,217,341,t2.micro,134.37
15,47,85,598,t2.medium,112.88
18,93,280,763,t2.large,204.86
74,12,216,451,t2.micro,108.84
94,75,313,442,t2.medium,196.09
26,17,178,551,t2.large,153.5
59,78,124,244,t2.large,188.08
66,29,379,149,t2.small,123.74
13,86,243,658,t2.large,186.49
31,21,240,938,t2.large,186.36
55,14,269,241,t2.micro,97.12
64,27,280,601,t2.micro,127.85
95,86,165,350,t2.small,162.15
84,40,499,668,t2.small,184.46
86,32,256,264,t2.large,192.27
79,85,64,213,t2.large,195.92
39,90,486,612,t2.large,231.29
84,45,142,114,t2.micro,108.04
80,30,311,736,t2.medium,177.36
35,31,277,472,t2.small,113.54
45,45,373,564,t2.micro,133.15
61,82,135,187,t2.micro,115.96
71,91,101,335,t2.large,203.12
21,91,112,451,t2.medium,134.05
18,62,389,481,t2.micro,114.97
56,85,329,421,t2.medium,176.19
92,31,333,244,t2.large,205.94
52,52,147,268,t2.medium,131.92
70,67,72,352,t2.large,185.93
55,38,196,433,t2.large,179.34
80,84,379,577,t2.micro,174.16
96,22,140,766,t2.micro,138.59
87,32,153,241,t2.micro,114.34
22,72,250,802,t2.medium,155.87
74,27,230,827,t2.micro,141.63
30,27,179,727,t2.medium,135.25
16,24,265,590,t2.large,158.76
38,95,321,544,t2.large,212.57
84,51,75,851,t2.micro,142.89
50,14,100,854,t2.small,115.88
41,54,254,307,t2.medium,134.78
76,33,97,763,t2.medium,157.11
21,10,477,219,t2.micro,86.55
30,68,458,911,t2.large,222.56
11,43,490,430,t2.small,121.92
69,88,398,975,t2.medium,224.44
78,82,446,491,t2.medium,205.92
40,71,219,435,t2.large,186.54
21,27,118,870,t2.large,162.63
83,25,288,250,t2.small,132.47
43,34,240,389,t2.large,170.35
92,32,324,424,t2.small,155.91
11,45,383,813,t2.medium,150.06
50,33,466,626,t2.micro,138.24
86,86,447,277,t2.small,181.65
32,80,370,517,t2.micro,133.51
44,73,481,611,t2.small,164.95
17,89,336,446,t2.small,132.36
58,84,318,562,t2.small,160.38
51,47,379,683,t2.micro,141.69
66,78,299,423,t2.small,158.56
23,98,346,103,t2.micro,112.73
44,63,80,383,t2.small,106.41
34,27,158,928,t2.micro,109.08
71,73,140,870,t2.medium,183.87
33,16,200,988,t2.medium,138.01
64,50,399,128,t2.micro,127.33
73,45,311,180,t2.large,192.18
70,69,295,666,t2.small,167.21
30,10,110,276,t2.large,130.85
14,39,424,689,t2.medium,149.15
11,39,132,470,t2.medium,102.11
99,63,248,185,t2.small,154.07
14,59,258,426,t2.micro,94.02
59,62,76,577,t2.micro,119.01
16,71,102,291,t2.small,93.57
12,68,404,517,t2.medium,150.03
12,39,240,923,t2.small,116.9
42,16,422,455,t2.small,123.06
15,62,370,790,t2.micro,126.1
75,54,251,277,t2.large,201.64
63,82,456,638,t2.medium,203.15
24,18,133,805,t2.large,160.3
99,98,478,711,t2.small,222.68
84,88,330,492,t2.small,181.31
27,57,103,447,t2.large,159.42
17,14,474,284,t2.medium,117.65
16,15,91,866,t2.micro,81.03
18,44,232,455,t2.small,101.94
32,52,232,600,t2.large,178.61
72,37,143,762,t2.small,140.53
86,20,322,475,t2.small,144.1
71,87,321,773,t2.medium,205.33
77,81,111,595,t2.large,216.42
23,65,398,115,t2.medium,135.15
49,90,440,547,t2.medium,194.75
18,74,74,574,t2.large,165.68
58,95,443,568,t2.large,242.32
21,47,90,179,t2.micro,67.27
83,54,282,707,t2.medium,190.65
59,11,300,305,t2.micro,104.03
63,13,293,238,t2.large,168.47
18,16,226,507,t2.small,85.9
55,59,215,689,t2.small,143.09
46,10,155,671,t2.small,105.07
23,84,480,996,t2.small,175.64
71,43,287,524,t2.small,147.25
80,10,442,404,t2.large,204.5
49,94,82,614,t2.small,140.87
23,93,364,770,t2.large,218.53
12,80,387,958,t2.micro,142.3
94,92,197,567,t2.small,181.22
46,28,139,394,t2.large,156.29
78,77,443,366,t2.micro,169.89
47,49,460,206,t2.medium,155.37
42,77,152,284,t2.micro,106.38
86,69,135,972,t2.large,235.04
76,92,70,946,t2.medium,195.37
63,63,126,968,t2.small,153.8
86,90,190,631,t2.micro,166.88
55,60,402,465,t2.medium,173.72
13,13,222,932,t2.medium,123.58
95,93,465,327,t2.micro,187.89
49,18,89,597,t2.medium,122.09
41,50,489,601,t2.large,213.76
